created_at,username,full_text,label
Wed Oct 30 14:13:06 +0000 2024,,@KompasTV kalo karna kebijakan bisa dipidanakan apakah kita bisa mempidanakan pak mulyono karena memaksa membangun IKN disaat keadaan negara sedang survive?,Neutral
Wed Oct 30 14:13:02 +0000 2024,,Rifqi menambahkan bahwa saat ini Komisi II DPR sedang menunggu arahan dari pimpinan DPR untuk menindaklanjuti surat tersebut. https://t.co/yZxH6Qa7GL,Neutral
Wed Oct 30 14:12:12 +0000 2024,,Pembangunan Rumah Dinas untuk Menteri di IKN Rampung Akhir 2024 Hanya Ada 36 Unit https://t.co/Jn5k1yRFCU via @tribunnews,Neutral
Wed Oct 30 14:11:06 +0000 2024,,@cumamaujbjb @suryant82779518 @diabara_ @KompasTV Gampang banget tolal tolol ya. Wkwkwk. Klo konsepnya merugikan negara = korupsi prabowo dah rugikan negara babat hutan kalimantan buat proyek gagal food estate. Jokowi apalagi beban kereta cepat sangat mer,Negative
Wed Oct 30 14:10:45 +0000 2024,,@CNNIndonesia yg mo sewa dan nginep di hotel IKN itu dedemit dan org halus,Negative
Wed Oct 30 14:07:17 +0000 2024,,#Bisnis Duh! Menteri PU Sebut Pembangunan IKN Nggak bakal Segaspol Dulu Ada Apa? https://t.co/yu3QMZNKHI,Negative
Wed Oct 30 14:06:58 +0000 2024,,@hanmula Masih mending cuma tom yg masuk coba kalo abah yg menang bisa jadi ikn berubah fungsi jadi penjara,Negative
Wed Oct 30 14:04:30 +0000 2024,,@KompasTV Bikin IKN itu kebijakan yg salah. Brrti Kejaksaan wajib Tersangkakan pak Jkw,Negative
Wed Oct 30 14:02:34 +0000 2024,,Lah si @jokowi jelas-jelas merugikan negara dengan bikin IKN ngga sesuai rencana awal kok ngga ditangkep? Tangkep juga lah,Negative
Wed Oct 30 14:02:10 +0000 2024,,@AyamSegar3 @are_inismyname @Ndons_Back @99propaganda @BANGSAygSUJUD @Kimberley_PS08 @IrawanRommi @florieliciouss @DarekaRendy @DedynurPalakka @adri_7i @temanduit Ah kalo itu sih dia jawab diplomatis khas Jikowisme Yam. Biar aparat hukum bekerja Getoooo..,Neutral
Wed Oct 30 14:02:06 +0000 2024,,Kata Pejabat PU Soal Alasan Prabowo Ogah Kebut Pembangunan IKN https://t.co/wPQsnSqZld,Neutral
Wed Oct 30 13:59:05 +0000 2024,,Kejagung Tetapkan Tom Lembong Tersangka Impor Gula Beberapa Kali Beda Pendapat dengan Bahlil Soal Hilirisasi dan IKN https://t.co/cub2jMpmDz #TempoBisnis,Negative
Wed Oct 30 13:58:16 +0000 2024,,@detikcom @detik_properti Lah dia kan yag kongkow di IKN bareng pengembang2 menteri yang disusupkan ke kabinet tidak ada makan siang gratis,Negative
Wed Oct 30 13:57:58 +0000 2024,,IKN Nusantara Era Baru Kemajuan Bangsa Indonesia https://t.co/wcRIRO0lFi,Positive
Wed Oct 30 13:55:17 +0000 2024,,@WagimanDeep212_ Itu jakarta apa IKN ?,Neutral
Wed Oct 30 13:55:09 +0000 2024,,@blisonny Investasi IKN udah ada yg masuk njing? Kkwkkwkw..buzeer dongo,Negative
Wed Oct 30 13:51:08 +0000 2024,,BPK Temukan Masalah di Proyek IKN Kementerian PU Dapat 51 Rekomendasi @my https://t.co/K0pU2IKN3h,Negative
Wed Oct 30 13:48:01 +0000 2024,,Kondisi IKN Terkini Vibes spt di luar negeri Mana bajer lobet sm anak abah yg koar2 mangkrak ?? Plgi skrg pa basuki fokus jd kepala Badan otorita IKN 🇮🇩 https://t.co/AkmL0gplrv,Negative
Wed Oct 30 13:45:42 +0000 2024,,@Intel_Imut IKN bakalan jadi Kota mati berapa kerugian negara?,Negative
Wed Oct 30 13:42:12 +0000 2024,,@uyeyeyeee @worksfess ini liat yg jumlah pendaftar dimanasih?? infoo ikn,Neutral
Wed Oct 30 13:41:55 +0000 2024,,IKN lah yg jelas jelas merugikan negara pake banget,Negative
Wed Oct 30 13:41:51 +0000 2024,,@KompasTV IKN tuh kebijakan yg dipidana !? Negara hukum APH gak paham hukum !? Seragam gedung mobil dinas dibiayai dari pajak rakyat !?,Negative
Wed Oct 30 13:41:36 +0000 2024,,Temuan BPK Ada 51 Masalah Pembangunan IKN https://t.co/hHdI9GWUI3 #beritajogja #jogja #jogjaistimewa https://t.co/rLtOhZ8AuY,Negative
Wed Oct 30 13:34:28 +0000 2024,,Yg bikin IKN juga dong,Neutral
Wed Oct 30 13:33:41 +0000 2024,,ITU IKN GAK NGERUGIIN NEGARA??? SEKARANG MANA PINDAH KE SANA? ENGGAK KAN KENAPA GAK DIUSUT ITUUUUU FOOD ESTATE BTS KUOTA HAJI DLL SEMAKIN YAKIN BAHWA BAKAL HANCUR NI DEMOKRASI DAN HUKUN NEGARA INI SEMAKIN TERBELAKANG YANG BODOH DAN TAMAK SEMAKIN DI DEPAN,Negative
Wed Oct 30 13:30:32 +0000 2024,,@Rizkihadi contohnya ikn kan,Neutral
Fri Nov 29 23:51:02 +0000 2024,,Presiden Prabowo berkomitmen untuk membangunan IKN yg tidak sekadar memindahkan pusat pemerintahan tetapi juga merancang masa depan Indonesia dengan menjadikan IKN sebagai kota modern ramah lingkungan dan nyaman huni. ___ Agus Wulan Guritno Bahlil Pertamax #jakartabo Nasi https://t.co/orTzOsGYNO,Positive
Fri Nov 29 23:36:57 +0000 2024,,@BosPurwa Fix IKN Mangkrak dan Jokodok Bajitol Lepas tangan Ga Mau Tanggung jawab&amp,Negative
Fri Nov 29 23:36:29 +0000 2024,,Holy shit rajjah IKN is here,Negative
Fri Nov 29 23:30:44 +0000 2024,,@RajaJuliAntoni Jualnya ikn gmna bro? Laku?,Neutral
Fri Nov 29 23:29:28 +0000 2024,,@Opposite6888 Siapa bilang 1 VS 15?? Memang Anies itu Siapa??Pramono itu Siapa? kalau KIM mau bisa saja Semuanya diambil tanpa tersisa Ibu Kota Ind nantinya bukan Dki Jakarta ttp IKN. artinya siapa yg menjadi Gubernur disana yg akan menjadi Calon Presiden,Neutral
Fri Nov 29 23:25:03 +0000 2024,,prabowo kata gue program makan siang gratis udh gausah di adain deh... bikin beban anggaran negara aja. ikn juga tundah aja deh ppn 12% batalin wo bikin susah buruh aja wo.,Negative
Fri Nov 29 23:07:35 +0000 2024,,IKN tak sekadar memindahkan pusat pemerintahan tetapi juga merancang masa depan Indonesia dengan mengintegrasikan teknologi canggih dan budaya lokal.,Positive
Fri Nov 29 23:05:46 +0000 2024,,@SumitroYoel Uang punya banyak dia. Banyak yang ngasih upeti ke dia karena dah dilancarkan urusannya. Liat aja 9 naga kemarin disuruh kumpul ke IKN aja mau trus ditagih bangun ini itu pasti nyetor upeti gede juga. Tambah pilkada kemarin banyak yang menang,Neutral
Fri Nov 29 22:43:15 +0000 2024,,Jadinya kapan pindah? @ikn_id @prabowo 🇮🇩 kalau nggak pindah2 #mangkrak pak @kemendagri 🇮🇩,Neutral
Fri Nov 29 22:40:03 +0000 2024,,@kompascom Banyak laporan Tlp dari CaKeDa menagih janji kpn di pindah ke IKN,Neutral
Fri Nov 29 22:36:27 +0000 2024,,@BosPurwa @gibran_tweet lapor boss berkantor di IKN aja..,Neutral
Fri Nov 29 22:21:40 +0000 2024,,@BosPurwa Cabut status PSN PIK2 &amp,Neutral
Fri Nov 29 22:11:46 +0000 2024,,@PenjagalParpol_ @JaeKodok Apa kabar #IKN? #PolisiAdalahMaut #PolisiAdalahMaut,Neutral
Fri Nov 29 22:10:42 +0000 2024,,@pakmul63 cuma balas jasa ngasih tanah di ikn,Neutral
Fri Nov 29 22:06:19 +0000 2024,,@MillaakhS45940 @democrazymedia saya setuju pemikiran anda...IKN adalah kota yg dibangun oleh mulyono utk mereka china2 bakalan pindah semua ke Kalimatan spt gerakan zionisme...,Negative
Fri Nov 29 22:05:53 +0000 2024,,@BosPurwa bikin saja negara parcok di IKN semua parcok pindah ke IKN,Negative
Fri Nov 29 22:00:04 +0000 2024,,@awemany Lah 5 thn terakhir itu mayoritas peran KIM jongun di kabinet yg buat negeri ini tambah boncos mulai dr proyek kreta cepat sampai IKN itu mayoritas menteri² gerombolan KIM jongun lho termasuk si anak mantan presiden yg jd menteri pertanahan,Negative
Fri Nov 29 21:34:27 +0000 2024,,@are_inismyname @Ndons_Back @BANGSAygSUJUD @99propaganda @Kimberley_PS08 @florieliciouss @DarekaRendy @IrawanRommi @temanduit @agathadew_ @MIrvanDarwin1 Ini karena kecelakaan karena ambisi seorang yg ngaku raja padahal pengkhianat demokrasi ingat ini dila,Neutral
Fri Nov 29 21:29:47 +0000 2024,,@Jokowi sdg menikmati hasil cawe2nya menghasilkan 4 gubernur demi kekuasaan tetapi se-olah2 tdk ngapa2in semua juga tahu bahwa hasil cawe2 bapak #pengkhianat demokrasi demi ambisinya mengawal anaknya Gibran untuk bisa melanjutkan kepemimpinannya demi IKN.,Negative
Fri Nov 29 20:22:01 +0000 2024,,@tham878 Ikn itu utk apa sih?,Neutral
Fri Nov 29 20:19:31 +0000 2024,,termakan bagusnya IKN sederhana dan masuk gorong2,Neutral
Fri Nov 29 20:12:54 +0000 2024,,Uku Mombasa madem hawajui kutumia their resources unakuta Aisha akona bonge la Tako Ikn anauza maandazi kando ya Barabara hajui wenzake uko juja iyo ndo inawalisha,Neutral
Fri Nov 29 19:18:22 +0000 2024,,@kompascom Dia itu ambisi APBD rakyat Jakarta lebih 80 Triliun mau dikuasai. Ingat woiii.....APBD Rakyat Jakarta berfungsi untuk kesejahteraan warga Jakarta bukan untuk IKN dan makan siang gratis.,Negative
Fri Nov 29 19:15:34 +0000 2024,,@BosPurwa Sjwwwww bangsattttt ...kunjungan ke ikn nanti dibilang mau main presiden2 nan kyk sebelah gk kunjungan dibilang mangkarkkkk...lu kira jadwal wapresss dadakan..,Negative
Fri Nov 29 18:48:37 +0000 2024,,Akan bertambah panjanglah kebijakan/program yg dibuat dng nggak pakai mikir : - revisi UU KPK - UU Cipta Kerja - kereta cepat - IKN - UU OBL Kesehatan - makan siang gratis - kenaikan PPN 12%,Negative
Fri Nov 29 18:45:16 +0000 2024,,@footballinanews Klo match pertandingan d GBK balik terbang lagi k JKT gitu d IKN cman latihan doang? Serius nanya,Neutral
Fri Nov 29 18:13:20 +0000 2024,,@Fri_beyou6 @__airu___ @hrdbacot @GNFI Smnjak mulai ada ikn agak2 dah kak pdhal polisi patroli terus disini tetap bnyak org ndak beresnya kgn jaman 4-5 tahun lalu,Neutral
Fri Nov 29 18:10:54 +0000 2024,,Lagi² 9 NAGA dibelakang @Jokowi @Prabowo @gibran_tweet para Oligarki &amp,Neutral
Fri Nov 29 17:47:14 +0000 2024,,@rumaisha1407 Ckckckckck nyari temen you yeee... Wkwkkwk TMI mbak gue sekarnag ini kalo makan pake ikn bakar atau ayam sambal terasi juga w pakein kecap krn ketularn luuu wkwkkwwk,Negative
Fri Nov 29 17:41:41 +0000 2024,,@BosPurwa Kalo Kepulauan Riau jd dibangun reaktor pembangkit listrik tenaga nuklir IKN akan dilupakan. Tp kl reaktor PLTN di bangun di Pulau Jawa pembangunan IKN akan dilanjutkan,Neutral
Fri Nov 29 17:36:32 +0000 2024,,@detikcom Kalau buat IKN brp budgetnya bang ?,Neutral
Fri Nov 29 17:25:42 +0000 2024,,3 minggu di IKN https://t.co/2ZXdipjn84,Neutral
Fri Nov 29 17:18:32 +0000 2024,,@RadioElshinta IKN kaga d longok lih ?,Neutral
Fri Nov 29 17:15:00 +0000 2024,,Ya IKN yang di Claim anti banjir dan Gempa Lihat saja kedepannya.. bener atau tidak ucapan si Mulyono,Neutral
Fri Nov 29 17:09:02 +0000 2024,,Inget banget dlu pas ibukota pindah ke IKN nyokap nanya gini jadi monas dipindahin juga?,Neutral
Fri Nov 29 17:01:25 +0000 2024,,@alisyarief Kalau benar ini baru namanya... pak @prabowo keren. beliau harus kita dukung dan jaga. Masalah aguan stop pendanaan ikn ya semakin bagus biar tidak semakin dalam terbelit hutang dan kita tetap bisa menjaga kedaulatan dan keutuhan bangsa ini.,Positive
Fri Nov 29 16:57:25 +0000 2024,,IKN Gerbang Pemerataan Ekonomi https://t.co/AyJ6MgCVd9,Positive
Fri Nov 29 16:56:07 +0000 2024,,IKN BAGAI MANA MANGKRAK YQ,Negative
Fri Nov 29 16:48:27 +0000 2024,,@detikcom Kalau buat IKN gimana bang ?,Neutral
Fri Nov 29 16:44:56 +0000 2024,,@tham878 Bentar lagi penghuni istana diusir si doel dr jakarta sudah selesai belum IKN nya buruan 2025 sdh harus pindah kalian gak boleh lagi di DKJ,Negative
Fri Nov 29 16:41:39 +0000 2024,,https://t.co/YwoE1VnBLT deposit emas China di Tiongkok sebagai jaminan atas berbagai aktifitas bisnisnya di Tiongkok deposit emasnya di Tiongkok dipertaruhkan utk berjudi ternyata kalah &amp,Negative
Fri Nov 29 16:40:43 +0000 2024,,@alanisgracelina Emng ikn dah tggelam ajir,Negative
Fri Nov 29 16:38:52 +0000 2024,,@cnbcindonesia Ikn berarti gagal nih .. anggaran cekak ya ngga .colek warga RT 58,Negative
Fri Nov 29 16:22:54 +0000 2024,,@detikcom Coba selidiki PIK2 dan IKN,Neutral
Fri Nov 29 16:11:38 +0000 2024,,@niwseir ini makanya banyak crazy rich di Kalimantan ga suka ama IKN. Yang gini2 bakal kena radar pemerintah kalau pemerintahan ud di Kalimantan. Dan mereka bakal bersaing dengan orang2 baru dan yang lebih pintar.,Neutral
Fri Nov 29 15:51:05 +0000 2024,,@detikcom Jangankan turun jadi 10rb jadi 5rb juga bodo amat siapa yg mau protes.. dongengan pilpres.. segala bikin 3 juta rumah..import sapi..impor gula..impor susu..IKN..pajak naikin 20% lah PPN PPH PBB BPHTB PKB Bea Cukai jgn tanggung2.. gawsah sungkan.,Negative
Fri Nov 29 15:45:36 +0000 2024,,@widamilan @footballinanews @TimnasIndonesia @erickthohir @AryaSinulingga @PSSI Udah ada bandara bro di ikn mungkin tetep tanding di gbk,Neutral
Fri Nov 29 15:44:46 +0000 2024,,@PaltiWest2024 Katanya mau ke IKN... ngapain jga ngurusin Jakarta..,Neutral
Fri Nov 29 15:35:33 +0000 2024,,@BosPurwa Kraken Ikn Oslok ngalahin Gurita Hambalang,Negative
Fri Nov 29 15:34:35 +0000 2024,,@PaltiWest2024 Lagaknya mulyono....ngobrol ma rk mo didapuk buat Jkt 1 sgala dibawa ke ikn. Ga taunya Boncos.,Negative
Fri Nov 29 15:31:38 +0000 2024,,@widamilan @footballinanews @TimnasIndonesia @erickthohir @AryaSinulingga @PSSI Apakah di IKN ga ada niatan bikin stadion skalian sama kantor Pssi kek atau kantor fifa sekalian,Negative
Fri Nov 29 15:30:57 +0000 2024,,MAJU SINI LO JUGA YG BILANG GUE AKAN PINDAH KE IKN MANAAAAA PROYEKNYA GA SELESAI-SELESAI,Negative
Fri Nov 29 15:26:36 +0000 2024,,@cnbcindonesia Dampaknya justru nambah biaya contoh jalan tol bandara kalau IKN emang dibuat utk tempat pariwisata...,Neutral
Fri Nov 29 15:23:41 +0000 2024,,Kasus yang membuat nama Azis Syamsuddin dicokok KPK. Ternyata akar 2024 ini selain IKN juga dari Sambo (2022) dan artikel di sini (2021). Logis-logis sekarang.,Neutral
Fri Nov 29 15:22:19 +0000 2024,,Kyknya baru ini setelah prabowo dilantik gua liat berita IKN lagi,Neutral
Fri Nov 29 15:20:54 +0000 2024,,@MardaniAliSera Itulah kenapa mulyono ingin cepet2 pindah dari jakarta ke IKN Jakarta adalah cerminan negara yg multi etnis dan orang2nya rasionalis susah untuk dikendalikan... makanya setiap ada masalah nasional yg memicu gejolak.. pasti ada aja acara mu,Negative
Fri Nov 29 15:17:32 +0000 2024,,@ikN_804 @RiIIsIs @dpN9L @dUkTUII @S1IILFI @Rze1a @o514i @Iiiv5V @pphhpk @O__s_U @al_ghami @Adnff1 @db7qp @sian63647 @N2mndr @f5bh8 @saima_rash69 @Iam__sadi @S1kndr @FazalWadoo26734 @1_ruer @UrwaHere7 @11ain_a @AmalButt09 @hani09080 Imran Khan,Neutral
Fri Nov 29 15:14:17 +0000 2024,,@footballinanews Latihan di IKN bertanding di GBK ??,Neutral
Fri Nov 29 14:58:12 +0000 2024,,@cheesyyycheese @padilunn Pengin lempar orangnya ke IKN aja ga si net,Neutral
Fri Nov 29 13:14:14 +0000 2024,,Tunggu hingga betulan distop. PSN PIK itu bukan sekedar proyek sesuai selera tapi ada perjanjian tukar guling jasa Aguan di IKN.,Negative
Fri Nov 29 13:12:11 +0000 2024,,@BosPurwa @Lembayung071 bilangin @gibran_tweet Ikn sering2 tengok takut mangkrak,Neutral
Fri Nov 29 13:05:12 +0000 2024,,@CNNIndonesia ya udh pasti ribut kan aguan ada deal2an dgn Mulyono mengenai IKN,Neutral
Fri Nov 29 13:04:08 +0000 2024,,@BosPurwa Apakah sudah ada biro perjalanan yg buka program Tour relijiyes ke Candi IKN tempat ritual berkumpulnya tanah dan air se Nusantara sekaligus tempat Jin buang anak?,Negative
Fri Nov 29 12:56:26 +0000 2024,,@mooniyy @ardisatriawan Kayanya ga mungkin deh orang IKN (Kaltim) sarapan mie ayam. Sejauh yang saya tau palingan sarapan nasi kuning atau bihun.,Neutral
Fri Nov 29 12:50:59 +0000 2024,,Orang klo bangun rumah sempet aja nyisain bagian bangunan yang belum selesai ke depannya akan susah diselesaikan.. ada aja duit ke pake ini lah itu lah sibuk mikirin yang lain. Keknya itu yg bakal terjadi utk IKN,Negative
Fri Nov 29 12:43:59 +0000 2024,,@ilhampurnama887 Itu paku emas yg di ikn cabut dulu bro kalo mau maju dikit,Negative
Fri Nov 29 12:40:46 +0000 2024,,Manuver mem pensiunkan Rk . Cukup jadi kurator IKN aja sesuai keahlian dan prestasi nya.,Neutral
Fri Nov 29 12:40:08 +0000 2024,,Pimky bibi the Murshad of ikn &amp,Neutral
Fri Nov 29 12:39:27 +0000 2024,,@AlmaghribiS @Koslap529318 Proyek IKN,Neutral
Fri Nov 29 12:39:00 +0000 2024,,Meski Kereta tanpa Rel di IKN Kaltim Gagal Berfungsi Otonom Bina Marga tak akan Ubah Desain Jalan https://t.co/i9zbahBcdO lewat @tribunkaltim,Negative
Fri Nov 29 12:31:44 +0000 2024,,@cnbcindonesia Yg jelasnya 10 tahun pengeluaran ugal-ugalan di tambah ambisi IKN yg tidak terlalu penting amat sekarang mulai berefek,Negative
Fri Nov 29 12:29:06 +0000 2024,,@Aaazzzz17318787 @mogotigi @introtojae @Dynessy2 @lathiuz @schondels @neohistoria_id biarin bang nyatanya blm ada pembahasan IKN kreta jalan aja mangkrak wkwkw gajadi dipakek,Negative
Fri Nov 29 12:27:51 +0000 2024,,@V3g3L sesuatu yg sederhana dibuat rumit oleh KA...sungguh diluar akal sehat.. knp niat jahat MULYONO memporak porandakan tatanan negara - berbangsa ... mengobral sewa tanah² di IKN 190 th .. memberi PSN ke PIK2 tdk masuk kedalam NIAT JAHAT..?????,Negative
Fri Nov 29 12:27:01 +0000 2024,,@tham878 IKN akan mangkrak .Fokus Prabowo bukan IKN ibukota tetap Jakarta,Negative
Fri Nov 29 12:24:21 +0000 2024,,IKN MENDUNIA‼️Usai Sarawak Kini Giliran Sabah yang Mengunjungi IKN Untu... https://t.co/saZWMbbtvw lewat @YouTube,Positive
Fri Nov 29 12:23:24 +0000 2024,,@BosPurwa wisman yang ke IKN udah berapa banyak?,Neutral
Fri Nov 29 12:20:44 +0000 2024,,@footballinanews Mudah-mudahan IKN ada stadion bagus gak kek gbk rumput jelek https://t.co/5fBajaErYb,Positive
Fri Nov 29 12:19:10 +0000 2024,,Seminar Daring IAMPI dan Otorita IKN Strategi di Balik Megaproyek Nusantara #BNetwork https://t.co/Z4hFOVfeJ3,Neutral
Fri Nov 29 12:15:43 +0000 2024,,@kumparan Mulyono menetapkan PSN sekedar tukar guling supaya mereka mau investasi di IKN Ga pake study lagi... Panik mulyono kalau pengusaha lokal aja ga mau ke IKN,Negative
Fri Nov 29 12:13:01 +0000 2024,,@tempodotco Iya lah....wong gak jelas...dan sekarang pakai hutang lagi ..mestinya duit IKN dipakai buat makan siang gratis gak perlu hutang ...toh skrg IKN belum berguna ..fakta nya mau mindah ASN aja kesulitan uang,Negative
Fri Nov 29 12:07:38 +0000 2024,,IKN Terkini! Kawasan Masjid IKN pantauan Senja hingga KIPP IKN https://t.co/rflJ3rLOvP lewat @YouTube,Neutral
Fri Nov 29 12:03:13 +0000 2024,,@BosPurwa Gua perhatiin malah buzzer2 nganggur doang yg tiap hari ngepost soal IKN,Negative
Fri Nov 29 11:56:33 +0000 2024,,@BosPurwa Eh di FB msh ada loh akun akun glorifikasi si ikn ini https://t.co/8St6PT4K3D,Neutral
Fri Nov 29 11:56:07 +0000 2024,,@sociotalker Titip mas: + soal 200rb++ warga sekitar terutama soal air bersih eks tambang2 lama sekitar ikn para pekerja konstruksi potensi nasib proyeknya ke depan https://t.co/AHXsyUGKqC,Neutral
Fri Nov 29 11:52:10 +0000 2024,,IKN Terbaru! Luar Biasa sudah di Aspal kanan &amp,Positive
Fri Nov 29 11:42:40 +0000 2024,,@tempodotco kalau ikn dan makan siang gratis stop harusnya ada kan anggarannya ini?,Neutral
Fri Nov 29 11:40:35 +0000 2024,,@ekowboy2 Walah teu usah balik ka bandung lah ngeraken...ka IKN we sina jeung jokowi di ditu bareng jeung wewe gombel dedemit tuyul dll...,Negative
Fri Nov 29 11:26:50 +0000 2024,,@aeccendioo iya lagi dahlah presidennya cuma tamasya mencari utangan demi ikn,Negative
Fri Nov 29 11:18:34 +0000 2024,,@BosPurwa jelas mangkraknya... dulu pemujanya pada ngata2in soal hambalang yg mangkrak. skrng tau ikn bakalan mangkrak apa langsung pada diem ya,Negative
Fri Nov 29 11:10:20 +0000 2024,,@Moshewd1 @Jojobetako2 @pramonoanung Iye bener tuh 40% ngeramein IKN yg hampir terbengkalai tuh,Negative
Fri Nov 29 11:10:02 +0000 2024,,Makan itu IKN mu bodat kau heang,Negative
Fri Nov 29 11:07:47 +0000 2024,,@geloraco Lebih baik dana IKN dialihkan untuk layanan publik dan perang melawan kemiskinan termasuk membantu para Ojol. Ngapain ngurusin IKN yang hanya dinikmati oleh elit sementara kemiskinan ada di depan mata kita. @prabowo @DPR_RI @PDI_Perjuangan,Neutral
Fri Nov 29 11:04:20 +0000 2024,,Keterlibatan BPK RI dalam pembangunan IKN menjadi bukti nyata bahwa keberhasilan sebuah proyek berskala besar membutuhkan kerja sama lintas lembaga! #IKNNusantara #NusantaraInklusif #PemerataanEkonomi #TransformasiIndonesia https://t.co/bAapu95YeV,Positive
Fri Nov 29 11:04:15 +0000 2024,,Proyek IKN diharapkan menjadi simbol kebangkitan Indonesia sebagai bangsa yang maju sejahtera dan berdaya saing global! #IKNNusantara #NusantaraInklusif #PemerataanEkonomi #TransformasiIndonesia https://t.co/ahKnuGTD6J,Positive
Fri Nov 29 11:03:22 +0000 2024,,Gubernur IKN masih lowong,Neutral
Fri Nov 29 10:59:48 +0000 2024,,@hasyimmah Klw lihat kedekatan pak prabowo jokowi-prabowo ke Pram bisa sih... Ridwan kamil dijadikan mentri PU atau jadi wakil pak Basuki di ibukota IKN..,Neutral
Fri Nov 29 10:51:52 +0000 2024,,@DepokCom @BudiBukanIntel @jokowi Siap salah Zer. Mohon maaf. Emang Google dan Internet-lah yang salah. Kenapa harus ada jejak digital busuk soal IKN,Negative
Fri Nov 29 10:51:11 +0000 2024,,@tham878 Kasihan rakyat pelosok. Uang membangun IKN bisa dipakai untuk pengembangan pendidikan dan fasilitas kesehatan di pelosok.,Negative
Fri Nov 29 10:49:34 +0000 2024,,@BosPurwa Jokowi masih sibuk mencarikan anak bontotnya pekerjaan Untuk urusan IKN tinggal nyuruh Prabowo nanti siapa yg ditugaskan beres² di sana,Negative
Fri Nov 29 09:33:25 +0000 2024,,doaku selalu diijabah sama Allah (Alhamdulillah) dulu pas fg pengen bgt kerja taunya dikabulin minta kerja di kantor eh dikabulin udah kerja nyeletuk pengen ke ikn eh dikabulin dapet kerja di sana (masih tanah dan pohon jaman itu) terus bosen pengen cari kerja di tambang,Positive
Fri Nov 29 09:30:32 +0000 2024,,@vintenas @jokowi @MotoGP Wkwkwk ternyata sirkuit Mandalika menyisakan cerita yg ironi... Srlain IKN proyek mandalika jg masih menyisakan kisah piku warga setempat...,Negative
Fri Nov 29 09:22:28 +0000 2024,,IKN gak tutup a?,Negative
Fri Nov 29 09:22:15 +0000 2024,,@liaasister Mbangun ikn dia bilang rakyat yg menginginkan..,Neutral
Fri Nov 29 09:17:41 +0000 2024,,@Petengkar @evilzeda @TirtoID @ridwankamil Lah....bukannya IKN udah di ketok ama si Mul,Neutral
Fri Nov 29 09:12:01 +0000 2024,,ngobrolin ikn ahhh... https://t.co/7Jq69qJnIO,Neutral
Fri Nov 29 09:11:21 +0000 2024,,@Beritasatu Suegerrr.. Nunggu inpestasi ngelon @elonmusk 1000T. kali-kali aje bang ngelon mau bukak codot valley di IKN,Negative
Fri Nov 29 09:10:29 +0000 2024,,@tham878 Ternyata mahluk halus IKN pada halu goblok sih...ngakak gua https://t.co/YeMGJ2MSLU,Negative
Fri Nov 29 09:09:18 +0000 2024,,@kumparan @prabowo @aniesbaswedan ini gimana seperti nda ada yg berani melawan kedzaliman kasihan pahlawan kita mengusir penjajah dan penghianat skr negara ini seperti nda ada orang di obok2 pada takut sama si cungkring audit PIK dan IKN,Negative
Fri Nov 29 09:05:59 +0000 2024,,Jusuf Kalla Library &gt,Neutral
Fri Nov 29 09:03:50 +0000 2024,,@democrazymedia Dihentikannya anggaran Negara oleh Presiden Prabowo membuktikan bahwa presiden tdkbpeduli sama pemilik lahan IKN. Kebijakan itu nyata dan diterima Rakyat sbg bentuk keberpihakan Presiden pada Rakyat. Nyata efeknya gaji guru disesuaikan dgn,Negative
Fri Nov 29 09:02:52 +0000 2024,,@JhonSitorus_18 Gak heran kalau tiba2 pejabat pemerintah teriak mempertegas kalau jkt masih ibukota bukan IKN biar bisa 2 putaran.. kalian ataur ajalah.. wkkkk...,Neutral
Fri Nov 29 08:59:40 +0000 2024,,@footballinanews berarti nanti kalo tandi di ikn? eh gimana si,Neutral
Fri Nov 29 08:56:36 +0000 2024,,@abuyahany Mending angkat pak RK jadi gubernur kolonial IKN,Negative
Fri Nov 29 08:48:21 +0000 2024,,Lae @JhonSitorus_18 masih berani ke IKN?,Neutral
Fri Nov 29 08:47:17 +0000 2024,,Banjir Rendam Wilayah Sekitar IKN di Sepaku Ratusan Rumah dan Jiwa Terkena Dampak #BNetwork https://t.co/eTeJXesd0B,Negative
Fri Nov 29 08:45:45 +0000 2024,,@azalaeel IKN malah targetnya 10 menit,Neutral
Fri Nov 29 08:38:23 +0000 2024,,@ajengcute16__ Saatnya mas ketum menggoreng IKN bandara2 tol2 seperti @jokowi menggoreng Hambalang pak @SBYudhoyono setiap 6 bulan sekali selama 9 tahun.. Padahal hambalan itu cuma proyek yg sangat kecil dibandingken proyek2 jokowi..,Neutral
Fri Nov 29 08:34:21 +0000 2024,,@MataNajwa Daripada buat buang2 duit buat IKN ya mending buat yang begini....,Neutral
Fri Nov 29 08:29:59 +0000 2024,,@zy_zy_lestary Gk tau ya . Ikn di ditunda. Paling tidak 5 thn kedepan masih jkarta ibukotanya,Neutral
Fri Nov 29 08:26:03 +0000 2024,,@Indostransfer Tc nya kenapa ga di ikn wkwkwkwk,Neutral
Fri Nov 29 08:24:52 +0000 2024,,Lamar kerja ke ikn,Neutral
Fri Nov 29 08:03:29 +0000 2024,,di ikn udh ada apa yah kira kira?,Neutral
Fri Nov 29 08:02:33 +0000 2024,,@NusantaraMonit IKN akan tetap lanjut kok,Positive
